time,price,emissions
0,50.29083,979.0
5,50.29083,982.0
10,50.29083,982.0
15,50.29083,980.0
20,50.29083,981.0
25,50.29083,981.0
30,50.29083,996.0
35,50.29083,989.0
40,50.29083,991.0
45,50.29083,995.0
50,50.29083,990.0
55,50.29083,989.0
60,52.85896,980.0
65,52.85896,1000.0
70,52.85896,999.0
75,52.85896,999.0
80,52.85896,1001.0
85,52.85896,1011.0
90,52.85896,1012.0
95,52.85896,1003.0
100,52.85896,1001.0
105,52.85896,1007.0
110,52.85896,1006.0
115,52.85896,996.0
120,61.40154,1008.0
125,61.40154,1003.0
130,61.40154,996.0
135,61.40154,1001.0
140,61.40154,991.0
145,61.40154,998.0
150,61.40154,1001.0
155,61.40154,995.0
160,61.40154,994.0
165,61.40154,999.0
170,61.40154,994.0
175,61.40154,1001.0
180,53.85579,994.0
185,53.85579,985.0
190,53.85579,981.0
195,53.85579,964.0
200,53.85579,965.0
205,53.85579,964.0
210,53.85579,982.0
215,53.85579,983.0
220,53.85579,982.0
225,53.85579,984.0
230,53.85579,966.0
235,53.85579,976.0
240,47.00298,962.0
245,47.00298,967.0
250,47.00298,969.0
255,47.00298,970.0
260,47.00298,963.0
265,47.00298,972.0
270,47.00298,970.0
275,47.00298,971.0
280,47.00298,959.0
285,47.00298,959.0
290,47.00298,972.0
295,47.00298,970.0
300,43.21085,971.0
305,43.21085,970.0
310,43.21085,970.0
315,43.21085,965.0
320,43.21085,947.0
325,43.21085,956.0
330,43.21085,957.0
335,43.21085,952.0
340,43.21085,944.0
345,43.21085,944.0
350,43.21085,942.0
355,43.21085,946.0
360,40.10219,950.0
365,40.10219,953.0
370,40.10219,953.0
375,40.10219,957.0
380,40.10219,957.0
385,40.10219,952.0
390,40.10219,955.0
395,40.10219,958.0
400,40.10219,943.0
405,40.10219,943.0
410,40.10219,945.0
415,40.10219,948.0
420,37.11273,940.0
425,37.11273,941.0
430,37.11273,941.0
435,37.11273,939.0
440,37.11273,945.0
445,37.11273,945.0
450,37.11273,937.0
455,37.11273,940.0
