time,price,emissions
0,54.98347,969.0
5,54.98347,971.0
10,54.98347,967.0
15,54.98347,968.0
20,54.98347,971.0
25,54.98347,971.0
30,54.98347,972.0
35,54.98347,971.0
40,54.98347,975.0
45,54.98347,978.0
50,54.98347,968.0
55,54.98347,970.0
60,55.86958,961.0
65,55.86958,957.0
70,55.86958,958.0
75,55.86958,957.0
80,55.86958,957.0
85,55.86958,956.0
90,55.86958,951.0
95,55.86958,951.0
100,55.86958,951.0
105,55.86958,951.0
110,55.86958,964.0
115,55.86958,964.0
120,53.61828,961.0
125,53.61828,961.0
130,53.61828,960.0
135,53.61828,960.0
140,53.61828,960.0
145,53.61828,961.0
150,53.61828,960.0
155,53.61828,961.0
160,53.61828,961.0
165,53.61828,961.0
170,53.61828,961.0
175,53.61828,961.0
180,53.3833,958.0
185,53.3833,942.0
190,53.3833,952.0
195,53.3833,950.0
200,53.3833,954.0
205,53.3833,952.0
210,53.3833,945.0
215,53.3833,945.0
220,53.3833,945.0
225,53.3833,943.0
230,53.3833,942.0
235,53.3833,943.0
240,52.17634,950.0
245,52.17634,941.0
250,52.17634,941.0
255,52.17634,941.0
260,52.17634,940.0
265,52.17634,940.0
270,52.17634,939.0
275,52.17634,940.0
280,52.17634,937.0
285,52.17634,937.0
290,52.17634,939.0
295,52.17634,940.0
300,51.1459,933.0
305,51.1459,933.0
310,51.1459,939.0
315,51.1459,939.0
320,51.1459,939.0
325,51.1459,939.0
330,51.1459,940.0
335,51.1459,942.0
340,51.1459,941.0
345,51.1459,942.0
350,51.1459,942.0
355,51.1459,942.0
360,49.97305,940.0
365,49.97305,941.0
370,49.97305,943.0
375,49.97305,943.0
380,49.97305,935.0
385,49.97305,935.0
390,49.97305,956.0
395,49.97305,958.0
400,49.97305,955.0
405,49.97305,955.0
410,49.97305,955.0
415,49.97305,955.0
420,49.22633,956.0
425,49.22633,955.0
430,49.22633,955.0
435,49.22633,955.0
440,49.22633,954.0
445,49.22633,954.0
450,49.22633,954.0
455,49.22633,955.0
460,49.22633,956.0
465,49.22633,956.0
470,49.22633,947.0
475,49.22633,947.0
480,41.00689,944.0
485,41.00689,946.0
490,41.00689,945.0
495,41.00689,935.0
500,41.00689,934.0
505,41.00689,934.0
510,41.00689,935.0
515,41.00689,935.0
520,41.00689,935.0
525,41.00689,936.0
530,41.00689,936.0
535,41.00689,936.0
540,40.93991,934.0
545,40.93991,934.0
550,40.93991,933.0
555,40.93991,935.0
560,40.93991,935.0
565,40.93991,933.0
570,40.93991,935.0
575,40.93991,935.0
580,40.93991,935.0
585,40.93991,935.0
590,40.93991,935.0
595,40.93991,931.0
600,40.24952,934.0
605,40.24952,917.0
610,40.24952,917.0
615,40.24952,916.0
620,40.24952,916.0
625,40.24952,915.0
630,40.24952,915.0
635,40.24952,913.0
640,40.24952,912.0
645,40.24952,912.0
650,40.24952,912.0
655,40.24952,908.0
660,40.81509,906.0
665,40.81509,909.0
670,40.81509,910.0
675,40.81509,908.0
680,40.81509,908.0
685,40.81509,908.0
690,40.81509,908.0
695,40.81509,909.0
700,40.81509,909.0
705,40.81509,909.0
710,40.81509,910.0
715,40.81509,905.0
720,42.49188,906.0
725,42.49188,909.0
730,42.49188,907.0
735,42.49188,907.0
740,42.49188,908.0
745,42.49188,908.0
750,42.49188,942.0
755,42.49188,940.0
760,42.49188,906.0
765,42.49188,906.0
770,42.49188,908.0
775,42.49188,906.0
780,48.09617,907.0
785,48.09617,914.0
790,48.09617,903.0
795,48.09617,903.0
800,48.09617,903.0
805,48.09617,903.0
810,48.09617,903.0
815,48.09617,904.0
820,48.09617,904.0
825,48.09617,904.0
830,48.09617,903.0
835,48.09617,905.0
840,48.61745,910.0
845,48.61745,951.0
850,48.61745,963.0
855,48.61745,958.0
860,48.61745,959.0
865,48.61745,960.0
870,48.61745,961.0
875,48.61745,962.0
880,48.61745,963.0
885,48.61745,954.0
890,48.61745,988.0
895,48.61745,954.0
900,42.11817,957.0
905,42.11817,962.0
910,42.11817,965.0
915,42.11817,970.0
920,42.11817,957.0
925,42.11817,955.0
930,42.11817,957.0
935,42.11817,982.0
940,42.11817,989.0
945,42.11817,989.0
950,42.11817,990.0
955,42.11817,992.0
960,16.4316,984.0
965,16.4316,986.0
970,16.4316,989.0
975,16.4316,986.0
980,16.4316,986.0
985,16.4316,994.0
990,16.4316,997.0
995,16.4316,999.0
1000,16.4316,1002.0
1005,16.4316,97.0
1010,16.4316,97.0
1015,16.4316,97.0
1020,3.67668,97.0
1025,3.67668,97.0
1030,3.67668,96.0
1035,3.67668,96.0
1040,3.67668,995.0
1045,3.67668,1000.0
1050,3.67668,97.0
1055,3.67668,97.0
1060,3.67668,97.0
1065,3.67668,97.0
1070,3.67668,96.0
1075,3.67668,96.0
1080,-1.59562,105.0
1085,-1.59562,107.0
1090,-1.59562,108.0
1095,-1.59562,107.0
1100,-1.59562,108.0
1105,-1.59562,92.0
1110,-1.59562,106.0
1115,-1.59562,93.0
1120,-1.59562,97.0
1125,-1.59562,96.0
1130,-1.59562,95.0
1135,-1.59562,96.0
1140,-4.90556,993.0
1145,-4.90556,97.0
1150,-4.90556,97.0
1155,-4.90556,95.0
1160,-4.90556,96.0
1165,-4.90556,94.0
1170,-4.90556,96.0
1175,-4.90556,95.0
1180,-4.90556,94.0
1185,-4.90556,95.0
1190,-4.90556,94.0
1195,-4.90556,94.0
1200,-35.67726,93.0
1205,-35.67726,94.0
1210,-35.67726,94.0
1215,-35.67726,94.0
1220,-35.67726,94.0
1225,-35.67726,94.0
1230,-35.67726,94.0
1235,-35.67726,94.0
1240,-35.67726,94.0
1245,-35.67726,94.0
1250,-35.67726,94.0
1255,-35.67726,94.0
1260,-119.07213,94.0
1265,-119.07213,94.0
1270,-119.07213,94.0
1275,-119.07213,94.0
1280,-119.07213,94.0
1285,-119.07213,94.0
1290,-119.07213,95.0
1295,-119.07213,95.0
1300,-119.07213,95.0
1305,-119.07213,95.0
1310,-119.07213,95.0
1315,-119.07213,95.0
1320,-111.22102,95.0
1325,-111.22102,95.0
1330,-111.22102,95.0
1335,-111.22102,95.0
1340,-111.22102,95.0
1345,-111.22102,95.0
1350,-111.22102,95.0
1355,-111.22102,95.0
1360,-111.22102,94.0
1365,-111.22102,94.0
1370,-111.22102,94.0
1375,-111.22102,94.0
1380,-36.67378,94.0
1385,-36.67378,87.0
1390,-36.67378,87.0
1395,-36.67378,89.0
1400,-36.67378,89.0
1405,-36.67378,935.0
1410,-36.67378,929.0
1415,-36.67378,914.0
1420,-36.67378,912.0
1425,-36.67378,912.0
1430,-36.67378,931.0
1435,-36.67378,906.0
