time,price,emissions
0,60.19764,911.0
5,60.19764,911.0
10,60.19764,919.0
15,60.19764,920.0
20,60.19764,920.0
25,60.19764,920.0
30,60.19764,382.0
35,60.19764,382.0
40,60.19764,284.0
45,60.19764,297.0
50,60.19764,288.0
55,60.19764,276.0
60,59.96865,911.0
65,59.96865,919.0
70,59.96865,920.0
75,59.96865,917.0
80,59.96865,920.0
85,59.96865,919.0
90,59.96865,316.0
95,59.96865,304.0
100,59.96865,234.0
105,59.96865,219.0
110,59.96865,230.0
115,59.96865,916.0
120,60.15555,923.0
125,60.15555,925.0
130,60.15555,934.0
135,60.15555,934.0
140,60.15555,934.0
145,60.15555,934.0
150,60.15555,942.0
155,60.15555,942.0
160,60.15555,934.0
165,60.15555,934.0
170,60.15555,934.0
175,60.15555,925.0
180,51.80686,917.0
185,51.80686,886.0
190,51.80686,877.0
195,51.80686,877.0
200,51.80686,881.0
205,51.80686,881.0
210,51.80686,881.0
215,51.80686,881.0
220,51.80686,881.0
225,51.80686,880.0
230,51.80686,870.0
235,51.80686,870.0
240,47.66645,870.0
245,47.66645,880.0
250,47.66645,880.0
255,47.66645,881.0
260,47.66645,880.0
265,47.66645,870.0
270,47.66645,870.0
275,47.66645,870.0
280,47.66645,870.0
285,47.66645,852.0
290,47.66645,852.0
295,47.66645,852.0
300,47.51952,852.0
305,47.51952,862.0
310,47.51952,864.0
315,47.51952,864.0
320,47.51952,864.0
325,47.51952,864.0
330,47.51952,852.0
335,47.51952,852.0
340,47.51952,852.0
345,47.51952,852.0
350,47.51952,852.0
355,47.51952,837.0
360,42.16123,852.0
365,42.16123,859.0
370,42.16123,862.0
375,42.16123,864.0
380,42.16123,864.0
385,42.16123,861.0
390,42.16123,843.0
395,42.16123,847.0
400,42.16123,846.0
405,42.16123,837.0
410,42.16123,823.0
415,42.16123,823.0
420,35.9047,837.0
425,35.9047,846.0
430,35.9047,841.0
435,35.9047,841.0
440,35.9047,846.0
445,35.9047,846.0
450,35.9047,854.0
455,35.9047,854.0
460,35.9047,853.0
465,35.9047,853.0
470,35.9047,858.0
475,35.9047,858.0
480,35.17518,858.0
485,35.17518,858.0
490,35.17518,858.0
495,35.17518,858.0
500,35.17518,858.0
505,35.17518,846.0
510,35.17518,837.0
515,35.17518,837.0
520,35.17518,837.0
525,35.17518,834.0
530,35.17518,834.0
535,35.17518,834.0
540,34.85513,834.0
545,34.85513,842.0
550,34.85513,842.0
555,34.85513,842.0
560,34.85513,842.0
565,34.85513,841.0
570,34.85513,834.0
575,34.85513,833.0
580,34.85513,833.0
585,34.85513,833.0
590,34.85513,833.0
595,34.85513,833.0
600,34.52091,832.0
605,34.52091,839.0
610,34.52091,839.0
615,34.52091,839.0
620,34.52091,839.0
625,34.52091,839.0
630,34.52091,839.0
635,34.52091,839.0
640,34.52091,839.0
645,34.52091,839.0
650,34.52091,839.0
655,34.52091,839.0
660,34.04308,839.0
