time,price,emissions
0,-7.74139,993.0
5,-7.74139,1002.0
10,-7.74139,1004.0
15,-7.74139,99.0
20,-7.74139,99.0
25,-7.74139,99.0
30,-7.74139,996.0
35,-7.74139,993.0
40,-7.74139,987.0
45,-7.74139,984.0
50,-7.74139,981.0
55,-7.74139,982.0
60,29.31683,997.0
65,29.31683,560.0
70,29.31683,991.0
75,29.31683,975.0
80,29.31683,975.0
85,29.31683,995.0
90,29.31683,995.0
95,29.31683,993.0
100,29.31683,989.0
105,29.31683,995.0
110,29.31683,992.0
115,29.31683,995.0
120,42.29524,984.0
125,42.29524,1002.0
130,42.29524,999.0
135,42.29524,994.0
140,42.29524,995.0
145,42.29524,996.0
150,42.29524,998.0
155,42.29524,996.0
160,42.29524,997.0
165,42.29524,993.0
170,42.29524,988.0
175,42.29524,987.0
180,43.50036,986.0
185,43.50036,988.0
190,43.50036,989.0
195,43.50036,989.0
200,43.50036,989.0
205,43.50036,989.0
210,43.50036,976.0
215,43.50036,977.0
220,43.50036,971.0
225,43.50036,969.0
230,43.50036,968.0
235,43.50036,970.0
240,38.03254,971.0
245,38.03254,980.0
250,38.03254,979.0
255,38.03254,990.0
260,38.03254,990.0
265,38.03254,990.0
270,38.03254,990.0
275,38.03254,990.0
280,38.03254,985.0
285,38.03254,983.0
290,38.03254,984.0
295,38.03254,986.0
300,33.05095,994.0
305,33.05095,987.0
310,33.05095,981.0
315,33.05095,982.0
320,33.05095,983.0
325,33.05095,986.0
330,33.05095,984.0
335,33.05095,986.0
340,33.05095,986.0
345,33.05095,987.0
350,33.05095,989.0
355,33.05095,989.0
360,31.03047,996.0
365,31.03047,1000.0
370,31.03047,998.0
375,31.03047,998.0
380,31.03047,1006.0
385,31.03047,1006.0
390,31.03047,1003.0
395,31.03047,1001.0
400,31.03047,1000.0
405,31.03047,1000.0
410,31.03047,1010.0
415,31.03047,1025.0
420,30.56589,1017.0
425,30.56589,1012.0
430,30.56589,1007.0
435,30.56589,1003.0
440,30.56589,1006.0
445,30.56589,1004.0
450,30.56589,1005.0
455,30.56589,1012.0
460,30.56589,1013.0
465,30.56589,1014.0
470,30.56589,1022.0
475,30.56589,1022.0
480,30.22091,1019.0
485,30.22091,1019.0
490,30.22091,1019.0
495,30.22091,1019.0
500,30.22091,1019.0
505,30.22091,1020.0
510,30.22091,1021.0
515,30.22091,1012.0
520,30.22091,1021.0
525,30.22091,1014.0
530,30.22091,1013.0
535,30.22091,1017.0
540,30.15764,1007.0
545,30.15764,1023.0
550,30.15764,1017.0
555,30.15764,1017.0
560,30.15764,1015.0
565,30.15764,1016.0
570,30.15764,1016.0
575,30.15764,1016.0
580,30.15764,1015.0
585,30.15764,1017.0
590,30.15764,1016.0
595,30.15764,1015.0
600,30.06056,1009.0
605,30.06056,1030.0
610,30.06056,1034.0
