time,price,emissions
0,50.09906,936.0
5,50.09906,940.0
10,50.09906,951.0
15,50.09906,953.0
20,50.09906,953.0
25,50.09906,956.0
30,50.09906,949.0
35,50.09906,952.0
40,50.09906,947.0
45,50.09906,947.0
50,50.09906,950.0
55,50.09906,950.0
60,50.07579,947.0
65,50.07579,940.0
70,50.07579,946.0
75,50.07579,945.0
80,50.07579,945.0
85,50.07579,945.0
90,50.07579,944.0
95,50.07579,945.0
100,50.07579,947.0
105,50.07579,947.0
110,50.07579,947.0
115,50.07579,950.0
120,49.17672,944.0
125,49.17672,944.0
130,49.17672,944.0
135,49.17672,942.0
140,49.17672,947.0
145,49.17672,945.0
150,49.17672,948.0
155,49.17672,948.0
160,49.17672,924.0
165,49.17672,923.0
170,49.17672,923.0
175,49.17672,923.0
180,49.34108,944.0
185,49.34108,933.0
190,49.34108,933.0
195,49.34108,934.0
200,49.34108,934.0
205,49.34108,934.0
210,49.34108,926.0
215,49.34108,923.0
220,49.34108,923.0
225,49.34108,924.0
230,49.34108,930.0
235,49.34108,924.0
240,49.0672,929.0
245,49.0672,913.0
250,49.0672,913.0
255,49.0672,913.0
260,49.0672,916.0
265,49.0672,916.0
270,49.0672,916.0
275,49.0672,916.0
280,49.0672,918.0
285,49.0672,918.0
290,49.0672,929.0
295,49.0672,919.0
300,48.98988,916.0
305,48.98988,914.0
310,48.98988,915.0
315,48.98988,915.0
320,48.98988,915.0
325,48.98988,925.0
330,48.98988,922.0
335,48.98988,922.0
340,48.98988,925.0
345,48.98988,924.0
350,48.98988,924.0
355,48.98988,924.0
360,48.31278,915.0
365,48.31278,914.0
370,48.31278,914.0
375,48.31278,921.0
380,48.31278,921.0
385,48.31278,925.0
390,48.31278,930.0
395,48.31278,927.0
400,48.31278,924.0
405,48.31278,924.0
410,48.31278,924.0
415,48.31278,924.0
420,47.4062,924.0
425,47.4062,931.0
430,47.4062,934.0
435,47.4062,942.0
440,47.4062,945.0
445,47.4062,944.0
450,47.4062,931.0
455,47.4062,931.0
460,47.4062,927.0
465,47.4062,927.0
470,47.4062,928.0
475,47.4062,929.0
480,38.94014,935.0
485,38.94014,926.0
490,38.94014,924.0
495,38.94014,926.0
500,38.94014,924.0
505,38.94014,923.0
510,38.94014,923.0
515,38.94014,922.0
520,38.94014,922.0
525,38.94014,922.0
530,38.94014,923.0
535,38.94014,918.0
540,38.70704,910.0
545,38.70704,910.0
550,38.70704,910.0
555,38.70704,910.0
560,38.70704,913.0
565,38.70704,913.0
570,38.70704,914.0
575,38.70704,914.0
580,38.70704,913.0
585,38.70704,913.0
590,38.70704,913.0
595,38.70704,913.0
600,37.55689,907.0
605,37.55689,912.0
610,37.55689,922.0
615,37.55689,925.0
620,37.55689,923.0
625,37.55689,922.0
630,37.55689,922.0
635,37.55689,923.0
640,37.55689,922.0
645,37.55689,921.0
650,37.55689,921.0
655,37.55689,922.0
660,37.37868,919.0
665,37.37868,923.0
670,37.37868,924.0
675,37.37868,923.0
680,37.37868,923.0
685,37.37868,923.0
690,37.37868,926.0
695,37.37868,927.0
700,37.37868,923.0
705,37.37868,925.0
710,37.37868,926.0
715,37.37868,926.0
720,37.39423,915.0
725,37.39423,915.0
730,37.39423,915.0
735,37.39423,915.0
740,37.39423,918.0
745,37.39423,918.0
750,37.39423,915.0
755,37.39423,915.0
760,37.39423,914.0
765,37.39423,914.0
770,37.39423,915.0
775,37.39423,908.0
780,40.29256,909.0
785,40.29256,911.0
790,40.29256,910.0
795,40.29256,910.0
800,40.29256,914.0
805,40.29256,913.0
810,40.29256,915.0
815,40.29256,914.0
820,40.29256,914.0
825,40.29256,915.0
830,40.29256,915.0
835,40.29256,914.0
840,40.81406,907.0
845,40.81406,952.0
850,40.81406,952.0
855,40.81406,950.0
860,40.81406,1030.0
865,40.81406,1029.0
870,40.81406,1033.0
875,40.81406,1030.0
880,40.81406,960.0
885,40.81406,942.0
890,40.81406,942.0
895,40.81406,943.0
900,34.86393,950.0
905,34.86393,952.0
910,34.86393,951.0
915,34.86393,952.0
920,34.86393,939.0
925,34.86393,938.0
930,34.86393,978.0
935,34.86393,979.0
940,34.86393,978.0
945,34.86393,980.0
950,34.86393,984.0
955,34.86393,985.0
960,10.23091,983.0
965,10.23091,986.0
970,10.23091,999.0
975,10.23091,999.0
980,10.23091,1001.0
985,10.23091,1003.0
990,10.23091,1004.0
995,10.23091,1003.0
1000,10.23091,995.0
1005,10.23091,1000.0
1010,10.23091,995.0
1015,10.23091,996.0
1020,16.32103,997.0
1025,16.32103,1000.0
1030,16.32103,999.0
1035,16.32103,997.0
1040,16.32103,997.0
1045,16.32103,996.0
1050,16.32103,996.0
1055,16.32103,995.0
1060,16.32103,994.0
1065,16.32103,995.0
1070,16.32103,994.0
1075,16.32103,992.0
1080,3.59341,994.0
1085,3.59341,1002.0
1090,3.59341,1009.0
1095,3.59341,1009.0
1100,3.59341,1009.0
1105,3.59341,1008.0
1110,3.59341,1008.0
1115,3.59341,1008.0
1120,3.59341,1020.0
1125,3.59341,1020.0
1130,3.59341,1020.0
1135,3.59341,1017.0
1140,0.73819,1004.0
1145,0.73819,971.0
1150,0.73819,976.0
1155,0.73819,976.0
1160,0.73819,978.0
1165,0.73819,976.0
1170,0.73819,969.0
1175,0.73819,975.0
1180,0.73819,975.0
1185,0.73819,976.0
1190,0.73819,976.0
1195,0.73819,976.0
1200,-0.56615,986.0
1205,-0.56615,990.0
1210,-0.56615,989.0
1215,-0.56615,992.0
1220,-0.56615,993.0
1225,-0.56615,990.0
1230,-0.56615,990.0
1235,-0.56615,992.0
1240,-0.56615,990.0
1245,-0.56615,990.0
1250,-0.56615,990.0
1255,-0.56615,989.0
1260,-1.67829,992.0
1265,-1.67829,991.0
1270,-1.67829,992.0
1275,-1.67829,994.0
1280,-1.67829,993.0
1285,-1.67829,995.0
1290,-1.67829,995.0
1295,-1.67829,996.0
1300,-1.67829,994.0
1305,-1.67829,992.0
1310,-1.67829,989.0
1315,-1.67829,989.0
1320,3.3419,993.0
1325,3.3419,993.0
1330,3.3419,995.0
1335,3.3419,995.0
1340,3.3419,994.0
1345,3.3419,991.0
1350,3.3419,992.0
1355,3.3419,994.0
1360,3.3419,991.0
1365,3.3419,991.0
1370,3.3419,991.0
1375,3.3419,990.0
1380,31.88159,975.0
1385,31.88159,984.0
1390,31.88159,983.0
1395,31.88159,977.0
1400,31.88159,951.0
1405,31.88159,951.0
1410,31.88159,953.0
1415,31.88159,951.0
1420,31.88159,951.0
1425,31.88159,925.0
1430,31.88159,932.0
1435,31.88159,935.0
