time,price,emissions
0,42.33273,112.0
5,42.33273,108.0
10,42.33273,142.0
15,42.33273,1009.0
20,42.33273,1007.0
25,42.33273,997.0
30,42.33273,990.0
35,42.33273,998.0
40,42.33273,995.0
45,42.33273,995.0
50,42.33273,998.0
55,42.33273,998.0
60,54.32869,996.0
65,54.32869,1000.0
70,54.32869,992.0
75,54.32869,991.0
80,54.32869,989.0
85,54.32869,989.0
90,54.32869,988.0
95,54.32869,989.0
100,54.32869,991.0
105,54.32869,995.0
110,54.32869,995.0
115,54.32869,994.0
120,55.35842,993.0
125,55.35842,996.0
130,55.35842,996.0
135,55.35842,996.0
140,55.35842,996.0
145,55.35842,997.0
150,55.35842,996.0
155,55.35842,996.0
160,55.35842,994.0
165,55.35842,994.0
170,55.35842,999.0
175,55.35842,1000.0
180,54.92182,991.0
185,54.92182,979.0
190,54.92182,986.0
195,54.92182,988.0
200,54.92182,987.0
205,54.92182,987.0
210,54.92182,987.0
215,54.92182,988.0
220,54.92182,982.0
225,54.92182,982.0
230,54.92182,980.0
235,54.92182,979.0
240,54.89243,979.0
245,54.89243,977.0
250,54.89243,970.0
255,54.89243,969.0
260,54.89243,968.0
265,54.89243,968.0
270,54.89243,969.0
275,54.89243,970.0
280,54.89243,970.0
285,54.89243,970.0
290,54.89243,970.0
295,54.89243,969.0
300,54.6545,969.0
305,54.6545,963.0
310,54.6545,963.0
315,54.6545,963.0
320,54.6545,963.0
325,54.6545,964.0
330,54.6545,966.0
335,54.6545,963.0
340,54.6545,964.0
345,54.6545,963.0
350,54.6545,962.0
355,54.6545,962.0
360,55.38179,959.0
365,55.38179,965.0
370,55.38179,965.0
375,55.38179,965.0
380,55.38179,964.0
385,55.38179,965.0
390,55.38179,966.0
395,55.38179,966.0
400,55.38179,961.0
405,55.38179,962.0
410,55.38179,962.0
415,55.38179,958.0
420,54.39361,957.0
425,54.39361,965.0
430,54.39361,965.0
435,54.39361,965.0
440,54.39361,963.0
445,54.39361,963.0
450,54.39361,964.0
455,54.39361,963.0
460,54.39361,964.0
465,54.39361,964.0
470,54.39361,963.0
475,54.39361,964.0
480,51.12558,968.0
485,51.12558,963.0
490,51.12558,962.0
495,51.12558,962.0
500,51.12558,961.0
505,51.12558,961.0
510,51.12558,961.0
515,51.12558,960.0
520,51.12558,960.0
525,51.12558,961.0
530,51.12558,955.0
535,51.12558,954.0
540,49.44152,955.0
545,49.44152,949.0
550,49.44152,959.0
555,49.44152,959.0
560,49.44152,959.0
565,49.44152,947.0
570,49.44152,945.0
575,49.44152,945.0
580,49.44152,944.0
585,49.44152,951.0
590,49.44152,952.0
595,49.44152,952.0
600,49.43898,953.0
605,49.43898,948.0
610,49.43898,945.0
615,49.43898,946.0
620,49.43898,943.0
625,49.43898,947.0
630,49.43898,952.0
635,49.43898,955.0
640,49.43898,955.0
645,49.43898,955.0
650,49.43898,954.0
655,49.43898,954.0
660,51.12769,947.0
665,51.12769,955.0
670,51.12769,947.0
675,51.12769,948.0
680,51.12769,942.0
685,51.12769,939.0
690,51.12769,938.0
695,51.12769,938.0
700,51.12769,934.0
705,51.12769,932.0
710,51.12769,933.0
715,51.12769,933.0
720,54.37311,936.0
725,54.37311,942.0
730,54.37311,943.0
735,54.37311,933.0
740,54.37311,932.0
745,54.37311,933.0
750,54.37311,933.0
755,54.37311,933.0
760,54.37311,934.0
765,54.37311,934.0
770,54.37311,938.0
775,54.37311,938.0
780,59.3241,933.0
785,59.3241,953.0
790,59.3241,952.0
795,59.3241,953.0
800,59.3241,954.0
805,59.3241,956.0
810,59.3241,955.0
815,59.3241,954.0
820,59.3241,954.0
825,59.3241,955.0
830,59.3241,960.0
835,59.3241,961.0
840,64.46338,961.0
845,64.46338,975.0
850,64.46338,978.0
855,64.46338,980.0
860,64.46338,979.0
865,64.46338,985.0
870,64.46338,989.0
875,64.46338,992.0
880,64.46338,992.0
885,64.46338,995.0
890,64.46338,1000.0
895,64.46338,1005.0
900,54.69158,1007.0
905,54.69158,1007.0
910,54.69158,1009.0
915,54.69158,1011.0
920,54.69158,1015.0
925,54.69158,1018.0
930,54.69158,1002.0
935,54.69158,997.0
940,54.69158,1000.0
945,54.69158,1003.0
950,54.69158,1012.0
955,54.69158,1004.0
960,40.22064,988.0
965,40.22064,979.0
970,40.22064,985.0
975,40.22064,992.0
980,40.22064,1001.0
985,40.22064,1006.0
990,40.22064,105.0
995,40.22064,103.0
1000,40.22064,104.0
1005,40.22064,96.0
1010,40.22064,96.0
1015,40.22064,96.0
1020,26.5286,102.0
1025,26.5286,101.0
1030,26.5286,101.0
1035,26.5286,95.0
1040,26.5286,96.0
1045,26.5286,97.0
1050,26.5286,98.0
1055,26.5286,100.0
1060,26.5286,100.0
1065,26.5286,1073.0
1070,26.5286,1078.0
1075,26.5286,102.0
1080,20.45137,101.0
1085,20.45137,102.0
1090,20.45137,102.0
1095,20.45137,102.0
1100,20.45137,103.0
1105,20.45137,104.0
1110,20.45137,104.0
1115,20.45137,104.0
1120,20.45137,104.0
1125,20.45137,104.0
1130,20.45137,102.0
1135,20.45137,100.0
1140,17.79179,97.0
1145,17.79179,97.0
1150,17.79179,97.0
1155,17.79179,97.0
1160,17.79179,97.0
1165,17.79179,97.0
1170,17.79179,1017.0
1175,17.79179,97.0
1180,17.79179,97.0
1185,17.79179,1017.0
1190,17.79179,1017.0
1195,17.79179,1019.0
1200,19.07357,1018.0
1205,19.07357,1022.0
1210,19.07357,99.0
1215,19.07357,101.0
1220,19.07357,98.0
1225,19.07357,99.0
1230,19.07357,100.0
1235,19.07357,102.0
1240,19.07357,102.0
1245,19.07357,103.0
1250,19.07357,102.0
1255,19.07357,102.0
1260,13.49579,103.0
1265,13.49579,103.0
1270,13.49579,103.0
1275,13.49579,101.0
1280,13.49579,103.0
1285,13.49579,103.0
1290,13.49579,103.0
1295,13.49579,103.0
1300,13.49579,103.0
1305,13.49579,104.0
1310,13.49579,102.0
1315,13.49579,103.0
1320,23.53752,104.0
1325,23.53752,104.0
1330,23.53752,106.0
1335,23.53752,106.0
1340,23.53752,106.0
1345,23.53752,106.0
1350,23.53752,106.0
1355,23.53752,106.0
1360,23.53752,106.0
1365,23.53752,106.0
1370,23.53752,106.0
1375,23.53752,1024.0
1380,36.90666,991.0
1385,36.90666,108.0
1390,36.90666,108.0
1395,36.90666,107.0
1400,36.90666,111.0
1405,36.90666,111.0
1410,36.90666,1043.0
1415,36.90666,1031.0
1420,36.90666,1029.0
1425,36.90666,1011.0
1430,36.90666,1007.0
1435,36.90666,1008.0
